ts_et,und
09:01:49,7481.20
09:02:49,7481.55
09:03:49,7482.00
09:04:49,7483.70
09:05:49,7482.75
09:06:49,7482.70
09:07:49,7480.70
09:08:49,7482.65
09:09:49,7484.55
09:10:49,7483.70
09:11:49,7483.20
09:12:49,7482.10
09:13:49,7484.10
09:14:49,7482.90
09:15:49,7484.40
09:16:49,7485.35
09:17:49,7487.45
09:18:49,7486.70
09:19:49,7486.85
09:20:49,7486.80
09:21:49,7487.15
09:22:49,7487.75
09:23:49,7488.60
09:24:49,7488.85
08:30:04,7494.80
09:30:57,7493.40
08:31:08,7495.15
09:31:57,7498.85
08:32:12,7497.35
09:32:57,7499.70
08:33:16,7499.55
09:33:57,7496.55
08:34:21,7496.05
09:34:57,7497.95
08:35:25,7496.95
09:35:57,7498.20
08:36:29,7496.10
09:36:57,7497.65
08:37:33,7497.50
09:37:57,7498.90
08:38:37,7497.30
09:38:57,7496.65
08:39:41,7498.40
09:39:57,7498.80
08:40:45,7496.75
09:40:57,7496.40
08:41:49,7496.65
09:41:57,7497.35
08:42:53,7496.90
09:42:57,7497.00
09:43:57,7499.60
08:43:57,7499.55
09:44:57,7500.10
08:45:02,7500.10
09:45:57,7504.70
08:46:06,7504.50
09:46:57,7503.75
08:47:10,7503.70
09:47:57,7501.85
08:48:14,7502.35
09:48:57,7503.50
08:49:18,7501.80
09:49:57,7502.45
08:50:22,7502.10
09:50:57,7499.65
08:51:26,7502.40
09:51:57,7500.05
08:52:30,7502.70
09:52:57,7503.00
08:53:34,7504.15
09:53:57,7503.70
08:54:38,7505.15
09:54:57,7506.05
08:55:43,7505.80
09:55:57,7506.55
08:56:47,7508.05
09:56:57,7508.70
08:57:52,7510.95
09:58:03,7510.85
08:58:56,7510.00
09:59:03,7509.85
09:00:00,7511.70
10:00:03,7510.60
10:01:03,7513.25
09:01:04,7512.90
10:02:03,7512.50
09:02:08,7512.55
10:03:03,7514.20
09:03:12,7511.95
10:04:03,7511.85
09:04:16,7512.75
10:05:03,7514.30
09:05:20,7514.75
10:06:03,7518.20
09:06:25,7517.40
10:07:03,7516.45
09:07:29,7513.75
10:08:03,7512.00
09:08:33,7511.45
10:09:03,7511.40
