ts_et,und
08:30:04,7557.75
08:31:08,7556.80
08:32:12,7560.25
08:33:16,7554.70
08:34:17,7553.95
08:35:21,7545.60
08:36:25,7545.90
08:37:29,7549.35
08:38:33,7544.95
08:39:37,7543.05
08:40:41,7548.30
08:41:45,7541.55
08:42:49,7538.80
08:43:53,7541.80
08:44:57,7539.15
08:46:02,7539.20
08:47:06,7540.75
08:48:10,7537.55
08:49:14,7534.50
08:50:18,7539.40
08:51:22,7544.30
08:52:26,7546.25
08:53:30,7544.50
08:54:34,7545.15
08:55:38,7538.05
08:56:43,7541.80
08:57:47,7541.05
08:58:51,7543.00
08:59:55,7544.60
09:00:59,7549.75
09:02:03,7551.60
09:03:07,7551.05
09:04:11,7552.50
09:05:15,7554.25
09:06:19,7554.85
09:07:23,7554.65
09:08:27,7558.05
09:09:31,7557.65
09:10:36,7560.15
09:11:40,7560.35
09:12:44,7558.60
09:13:48,7560.25
09:14:52,7559.45
09:15:56,7559.95
09:17:00,7561.70
09:18:04,7558.40
09:19:08,7558.80
09:20:12,7563.20
09:21:17,7561.45
09:22:21,7556.55
09:23:25,7561.05
09:24:29,7562.10
09:25:33,7559.55
09:26:37,7563.15
09:27:41,7566.05
09:28:45,7566.85
09:29:49,7568.70
09:30:53,7568.00
09:31:57,7565.90
09:33:01,7568.40
09:34:05,7567.75
09:35:09,7567.10
09:36:14,7567.55
09:37:18,7567.65
09:38:22,7567.35
09:39:26,7564.45
09:40:30,7563.75
09:41:34,7566.25
09:42:38,7566.75
09:43:42,7568.95
09:44:46,7569.10
09:45:50,7570.75
09:46:54,7568.35
09:47:58,7567.70
09:49:02,7568.15
09:50:06,7566.05
09:51:10,7564.35
09:52:15,7564.25
09:53:19,7563.85
09:54:23,7563.05
09:55:27,7560.75
09:56:31,7561.35
09:57:35,7564.00
09:58:39,7566.50
09:59:43,7566.20
10:00:47,7566.60
10:01:51,7566.40
10:02:55,7565.85
10:03:59,7562.75
10:05:04,7560.85
10:06:08,7561.35
10:07:12,7558.65
10:08:16,7557.40
10:09:20,7558.35
10:10:24,7561.85
10:11:28,7562.55
10:12:32,7559.10
10:13:36,7557.70
10:14:40,7558.15
10:15:44,7558.85
10:16:49,7555.70
10:17:53,7558.55
10:18:57,7560.25
10:20:01,7561.35
10:21:05,7559.25
10:22:09,7557.50
10:23:13,7558.40
10:24:17,7559.45
10:25:21,7564.80
10:26:25,7567.75
10:27:29,7569.15
10:28:33,7564.05
10:29:37,7563.55
10:30:41,7559.10
10:31:45,7564.45
10:32:50,7566.45
