date,yr,dir,trig,entry,exit,outcome,pts,mae_pts,stop_pts,fill_tick,exit_tick,sgn
2021-07-22,2021,L,5155.0,5153.75,5162.5,EOD,8.75,0.5,11.75,105586,148432,1
2021-07-22,2021,L,5159.5,5158.25,5162.5,EOD,4.25,3.0,11.75,121943,148432,1
2021-07-23,2021,L,5195.75,5194.5,5200.5,EOD,6.0,1.0,11.0,86071,154771,1
2021-07-23,2021,L,5202.75,5201.5,5200.5,EOD,-1.0,5.5,11.0,113552,154771,1
2021-07-27,2021,S,5174.0,5175.25,5186.25,STOP,-11.0,19.25,11.0,166960,211910,-1
2021-07-30,2021,L,5193.25,5192.0,5194.25,EOD,2.25,10.25,11.0,111936,188736,1
2021-08-02,2021,S,5204.5,5205.75,5183.0,EOD,22.75,6.0,10.25,28685,173641,-1
2021-08-02,2021,S,5192.75,5194.0,5183.0,EOD,11.0,2.25,10.25,111185,173641,-1
2021-08-02,2021,S,5191.75,5193.0,5183.0,EOD,10.0,0.25,10.25,137213,173641,-1
2021-08-05,2021,L,5213.0,5211.75,5219.75,EOD,8.0,4.5,8.75,57174,113576,1
2021-08-12,2021,L,5246.0,5244.75,5253.25,EOD,8.5,0.5,6.75,56751,92200,1
2021-08-12,2021,L,5247.75,5246.5,5253.25,EOD,6.75,0.75,6.75,62611,92200,1
2021-08-13,2021,L,5257.75,5256.5,5261.0,EOD,4.5,1.25,7.0,33767,98798,1
2021-08-25,2021,L,5295.5,5294.25,5292.75,EOD,-1.5,3.5,9.75,69451,110487,1
2021-08-26,2021,S,5271.25,5272.5,5282.5,STOP,-10.0,10.0,10.0,73733,120620,-1
2021-08-26,2021,S,5272.25,5273.5,5267.25,EOD,6.25,0.75,10.0,164946,212714,-1
2021-08-27,2021,L,5300.25,5299.0,5303.75,EOD,4.75,3.75,10.0,94661,184016,1
2021-08-27,2021,L,5307.75,5306.5,5303.75,EOD,-2.75,3.75,10.0,135019,184016,1
2021-08-30,2021,L,5331.75,5330.5,5326.5,EOD,-4.0,7.0,10.75,68240,129830,1
2021-08-31,2021,L,5323.0,5321.75,5325.75,EOD,4.0,6.75,10.25,65193,176878,1
2021-09-08,2021,S,5295.75,5297.0,5303.25,STOP,-6.25,6.25,6.25,125130,135911,-1
2021-09-09,2021,S,5295.5,5296.75,5303.5,STOP,-6.75,6.75,6.75,42393,55460,-1
2021-10-18,2021,L,5281.25,5280.0,5285.75,EOD,5.75,2.0,14.5,108391,148466,1
2021-10-19,2021,L,5304.25,5303.0,5323.25,EOD,20.25,1.25,13.5,37917,150643,1
2021-10-19,2021,L,5308.75,5307.5,5323.25,EOD,15.75,0.75,13.5,59612,150643,1
2021-10-19,2021,L,5317.25,5316.0,5323.25,EOD,7.25,6.5,13.5,97198,150643,1
2021-10-20,2021,L,5336.0,5334.75,5334.0,EOD,-0.75,10.75,12.5,68536,156097,1
2021-10-22,2021,S,5349.75,5351.0,5343.75,EOD,7.25,9.5,10.5,38249,220593,-1
2021-10-22,2021,S,5332.5,5333.75,5344.25,STOP,-10.5,10.5,10.5,124702,137031,-1
2021-10-25,2021,L,5360.0,5358.75,5368.75,EOD,10.0,0.25,10.75,78757,158060,1
2021-10-27,2021,S,5371.75,5373.0,5382.75,STOP,-9.75,9.75,9.75,86622,135713,-1
2021-10-27,2021,L,5382.5,5381.25,5371.5,STOP,-9.75,9.75,9.75,150046,161400,1
2021-10-28,2021,L,5390.75,5389.5,5380.25,STOP,-9.25,9.25,9.25,96610,118597,1
2021-10-29,2021,S,5381.25,5382.5,5391.5,STOP,-9.0,9.0,9.0,50308,71962,-1
2021-10-29,2021,L,5403.0,5401.75,5392.75,STOP,-9.0,9.0,9.0,113723,132741,1
2021-11-04,2021,L,5483.25,5482.0,5472.25,STOP,-9.75,9.75,9.75,49785,66595,1
2021-11-04,2021,S,5467.75,5469.0,5478.75,STOP,-9.75,9.75,9.75,86348,95840,-1
2021-11-05,2021,S,5499.0,5500.25,5493.5,EOD,6.75,5.5,9.5,165714,218389,-1
2021-11-09,2021,S,5476.75,5478.0,5487.0,STOP,-9.0,9.0,9.0,170801,237723,-1
2021-11-15,2021,S,5489.75,5491.0,5490.75,EOD,0.25,3.5,9.5,55599,184010,-1
2021-11-16,2021,L,5511.75,5510.5,5506.5,EOD,-4.0,7.0,9.5,90899,164043,1
2021-11-16,2021,L,5516.0,5514.75,5505.25,STOP,-9.5,9.5,9.5,107390,154694,1
2021-11-17,2021,S,5493.0,5494.25,5504.0,STOP,-9.75,9.75,9.75,50552,83867,-1
2021-11-18,2021,S,5486.0,5487.25,5496.25,STOP,-9.0,9.0,9.0,87766,101129,-1
2021-11-19,2021,L,5517.75,5516.5,5507.0,STOP,-9.5,9.5,9.5,123586,132349,1
2021-11-24,2021,L,5495.25,5494.0,5508.75,EOD,14.75,7.25,10.75,153005,263056,1
2021-11-24,2021,L,5502.75,5501.5,5490.75,STOP,-10.75,10.75,10.75,175678,192740,1
2021-12-09,2021,S,5490.5,5491.75,5473.75,EOD,18.0,11.75,22.5,20194,86288,-1
2021-12-09,2021,S,5490.25,5491.5,5473.75,EOD,17.75,12.0,22.5,34186,86288,-1
2021-12-13,2021,S,5484.5,5485.75,5478.5,EOD,7.25,11.25,21.5,226624,326355,-1
2021-12-16,2021,S,5525.25,5526.5,5481.0,EOD,45.5,2.5,19.0,141763,454545,-1
2021-12-16,2021,S,5509.5,5510.75,5481.0,EOD,29.75,4.25,19.0,191523,454545,-1
2021-12-27,2021,L,5577.75,5576.5,5597.5,EOD,21.0,1.0,18.25,82859,166884,1
2021-12-29,2021,S,5598.0,5599.25,5599.5,EOD,-0.25,13.0,18.0,84500,185616,-1
2021-12-31,2021,S,5582.0,5583.25,5580.25,EOD,3.0,11.25,15.0,68032,187356,-1
2022-01-04,2022,S,5614.5,5615.75,5598.0,EOD,17.75,6.75,12.5,61907,283364,-1
2022-01-04,2022,S,5587.75,5589.0,5601.5,STOP,-12.5,12.5,12.5,218332,233886,-1
2022-01-05,2022,S,5582.75,5584.0,5514.75,EOD,69.25,9.75,12.25,184376,411699,-1
2022-02-02,2022,L,5381.25,5380.0,5362.0,EOD,-18.0,22.5,37.0,294476,447558,1
2022-03-18,2022,L,5248.75,5247.5,5280.25,EOD,32.75,0.5,27.0,196238,313277,1
2022-03-18,2022,L,5254.0,5252.75,5280.25,EOD,27.5,5.75,27.0,211089,313277,1
2022-03-23,2022,L,5311.25,5310.0,5287.0,STOP,-23.0,23.25,23.0,84277,195900,1
2022-03-30,2022,S,5427.25,5428.5,5424.25,EOD,4.25,6.5,19.25,122672,286350,-1
2022-04-07,2022,S,5280.0,5281.25,5298.0,STOP,-16.75,16.75,16.75,165203,229876,-1
2022-04-07,2022,S,5276.0,5277.25,5294.0,STOP,-16.75,16.75,16.75,192979,218188,-1
2022-04-07,2022,S,5291.75,5293.0,5309.75,STOP,-16.75,16.75,16.75,246196,253633,-1
2022-05-26,2022,L,4887.25,4886.0,4871.75,EOD,-14.25,16.0,26.25,218034,329783,1
2022-06-02,2022,L,4920.0,4918.75,4993.5,EOD,74.75,2.25,27.0,146386,390253,1
2022-06-02,2022,L,4939.75,4938.5,4993.5,EOD,55.0,1.5,27.0,190927,390253,1
2022-06-09,2022,S,4915.0,4916.25,4843.5,EOD,72.75,17.5,22.75,197560,435614,-1
2022-07-21,2022,L,4811.5,4810.25,4812.5,EOD,2.25,17.0,18.5,267842,415625,1
2022-07-22,2022,S,4794.0,4795.25,4784.75,EOD,10.5,4.25,19.25,214769,411517,-1
2022-07-28,2022,L,4875.75,4874.5,4903.25,EOD,28.75,6.0,19.5,258208,451748,1
2022-07-28,2022,L,4894.5,4893.25,4903.25,EOD,10.0,2.75,19.5,353038,451748,1
2022-08-02,2022,L,4936.0,4934.75,4915.25,STOP,-19.5,19.5,19.5,198154,447499,1
2022-08-04,2022,L,4984.0,4982.75,4963.5,STOP,-19.25,19.25,19.25,59238,95573,1
2022-08-16,2022,S,5111.25,5112.5,5126.75,STOP,-14.25,14.25,14.25,87053,114921,-1
2022-10-20,2022,L,4539.75,4538.5,4513.5,STOP,-25.0,25.25,25.0,176011,268005,1
2022-10-20,2022,S,4493.0,4494.25,4486.5,EOD,7.75,3.0,25.0,358279,530087,-1
2022-10-21,2022,S,4490.75,4492.0,4517.75,STOP,-25.75,25.75,25.75,332932,375607,-1
2022-10-27,2022,S,4628.0,4629.25,4587.75,EOD,41.5,8.75,27.25,396016,509666,-1
2022-11-02,2022,S,4648.0,4649.25,4672.0,STOP,-22.75,22.75,22.75,104024,212003,-1
2022-11-08,2022,L,4666.25,4665.0,4641.75,STOP,-23.25,23.25,23.25,188001,236272,1
2022-11-11,2022,L,4786.75,4785.5,4761.75,STOP,-23.75,23.75,23.75,176568,216652,1
2022-11-16,2022,S,4780.5,4781.75,4783.25,EOD,-1.5,14.0,23.25,75109,339710,-1
2022-11-16,2022,S,4781.5,4782.75,4783.25,EOD,-0.5,13.0,23.25,153172,339710,-1
2022-11-23,2022,L,4838.0,4836.75,4819.5,STOP,-17.25,17.25,17.25,97649,121812,1
2022-11-30,2022,S,4757.75,4759.0,4772.25,STOP,-13.25,14.75,13.25,88836,195524,-1
2022-12-05,2022,S,4825.75,4827.0,4806.25,EOD,20.75,1.5,16.25,175488,323635,-1
2022-12-05,2022,S,4812.25,4813.5,4806.25,EOD,7.25,1.25,16.25,219410,323635,-1
2023-01-11,2023,L,4739.75,4738.5,4761.25,EOD,22.75,2.75,17.75,173518,288988,1
2023-01-12,2023,S,4760.0,4761.25,4779.25,STOP,-18.0,18.0,18.0,272238,291170,-1
2023-01-17,2023,L,4804.25,4803.0,4785.0,STOP,-18.0,18.0,18.0,88994,107282,1
2023-01-18,2023,S,4735.5,4736.75,4717.0,EOD,19.75,5.0,17.5,290676,369256,-1
2023-01-19,2023,L,4700.0,4698.75,4689.25,EOD,-9.5,12.75,17.5,277438,382379,1
2023-01-20,2023,L,4709.0,4707.75,4757.5,EOD,49.75,1.25,17.0,104418,307273,1
2023-01-20,2023,L,4720.75,4719.5,4757.5,EOD,38.0,7.75,17.0,150571,307273,1
2023-01-31,2023,L,4830.75,4829.5,4855.5,EOD,26.0,7.0,17.25,169620,326764,1
2023-01-31,2023,L,4835.5,4834.25,4855.5,EOD,21.25,3.75,17.25,208390,326764,1
2023-02-07,2023,L,4900.25,4899.0,4881.5,STOP,-17.5,17.75,17.5,142837,341605,1
2023-02-15,2023,L,4923.75,4922.5,4931.5,EOD,9.0,9.5,19.0,300809,359350,1
2023-03-06,2023,L,4848.0,4846.75,4832.75,STOP,-14.0,14.0,14.0,104131,184283,1
2023-03-06,2023,L,4851.25,4850.0,4836.0,STOP,-14.0,14.0,14.0,116887,171689,1
2023-04-06,2023,L,4844.75,4843.5,4868.5,EOD,25.0,5.25,13.0,90103,251386,1
2023-04-06,2023,L,4867.0,4865.75,4868.5,EOD,2.75,3.5,13.0,178028,251386,1
2023-04-06,2023,L,4867.0,4865.75,4868.5,EOD,2.75,3.5,13.0,189536,251386,1
2023-04-11,2023,S,4871.25,4872.5,4883.25,STOP,-10.75,10.75,10.75,50715,147513,-1
2023-04-11,2023,L,4876.25,4875.0,4876.25,EOD,1.25,5.5,10.75,114446,236065,1
2023-04-11,2023,L,4880.0,4878.75,4876.25,EOD,-2.5,9.25,10.75,133127,236065,1
2023-04-12,2023,L,4886.25,4885.0,4874.5,STOP,-10.5,10.5,10.5,230090,260792,1
2023-04-13,2023,L,4882.25,4881.0,4909.5,EOD,28.5,3.0,11.0,100836,262866,1
2023-04-17,2023,S,4895.75,4897.0,4909.5,STOP,-12.5,12.5,12.5,100207,224021,-1
2023-04-17,2023,S,4889.25,4890.5,4903.0,STOP,-12.5,12.5,12.5,141172,210040,-1
2023-04-24,2023,S,4879.0,4880.25,4891.25,STOP,-11.0,11.0,11.0,149058,195208,-1
2023-04-24,2023,L,4887.25,4886.0,4896.0,EOD,10.0,1.75,11.0,180517,276620,1
2023-04-24,2023,L,4891.25,4890.0,4896.0,EOD,6.0,2.75,11.0,218680,276620,1
2023-05-19,2023,S,4938.5,4939.75,4937.75,EOD,2.0,6.25,11.5,187117,337922,-1
2023-05-22,2023,S,4946.5,4947.75,4943.75,EOD,4.0,9.5,11.0,131659,257130,-1
2023-05-26,2023,S,4943.25,4944.5,4956.25,STOP,-11.75,11.75,11.75,243313,268307,-1
2023-06-05,2023,S,5031.5,5032.75,5018.5,EOD,14.25,10.0,12.5,144897,376120,-1
2023-06-06,2023,S,5016.75,5018.0,5030.25,STOP,-12.25,12.25,12.25,246777,338190,-1
2023-06-07,2023,S,5032.0,5033.25,5011.25,EOD,22.0,0.5,12.25,111812,465830,-1
2023-06-07,2023,S,5015.5,5016.75,5011.25,EOD,5.5,4.0,12.25,289055,465830,-1
2023-06-09,2023,S,5033.75,5035.0,5047.25,STOP,-12.25,12.25,12.25,211710,244179,-1
2023-06-13,2023,S,5097.25,5098.5,5110.0,STOP,-11.5,11.5,11.5,92754,164682,-1
2023-06-13,2023,L,5113.0,5111.75,5100.25,STOP,-11.5,11.5,11.5,280343,304297,1
2023-06-15,2023,L,5147.5,5146.25,5159.75,EOD,13.5,6.0,12.0,202038,379630,1
2023-06-20,2023,S,5113.0,5114.25,5126.5,STOP,-12.25,12.25,12.25,141174,170272,-1
2023-06-26,2023,S,5071.5,5072.75,5067.75,EOD,5.0,6.25,11.75,230056,338234,-1
2023-06-28,2023,L,5113.0,5111.75,5099.5,STOP,-12.25,12.25,12.25,114900,213302,1
2023-07-17,2023,L,5247.5,5246.25,5242.75,EOD,-3.5,3.75,8.75,161626,218817,1
2023-07-25,2023,L,5290.25,5289.0,5295.25,EOD,6.25,5.75,9.25,112915,239541,1
2023-07-25,2023,L,5293.75,5292.5,5283.25,STOP,-9.25,9.25,9.25,156434,227776,1
2023-08-01,2023,S,5289.25,5290.5,5292.0,EOD,-1.5,9.25,10.5,113404,237515,-1
2023-08-31,2023,S,5215.25,5216.5,5211.25,EOD,5.25,10.25,15.5,153741,290991,-1
2023-09-12,2023,S,5169.75,5171.0,5181.25,STOP,-10.25,10.25,10.25,45237,127476,-1
2023-09-12,2023,S,5163.5,5164.75,5175.0,STOP,-10.25,10.25,10.25,76375,123961,-1
2023-09-13,2023,S,5157.75,5159.0,5169.5,STOP,-10.5,10.5,10.5,82868,107900,-1
2023-09-15,2023,S,5155.75,5157.0,5146.0,EOD,11.0,6.25,9.25,165889,327525,-1
2023-10-11,2023,S,5037.0,5038.25,5055.75,STOP,-17.5,17.75,17.5,81831,303295,-1
2023-10-19,2023,L,5001.25,5000.0,4982.5,STOP,-17.5,17.5,17.5,275915,292600,1
2023-11-06,2023,S,5014.5,5015.75,5026.0,EOD,-10.25,13.75,14.75,184792,266492,-1
