date,year,diverge,sar_pts,nosar_pts,delta,n_sar,n_nosar
2023-05-18,2023,False,10.0,10.0,0.0,1,1
2023-05-19,2023,True,2.5,9.75,-7.25,4,3
2023-05-22,2023,False,0.0,0.0,0.0,0,0
2023-05-23,2023,False,0.0,0.0,0.0,0,0
2023-05-24,2023,False,0.0,0.0,0.0,0,0
2023-05-25,2023,False,0.0,0.0,0.0,0,0
2023-05-26,2023,False,0.0,0.0,0.0,0,0
2023-05-30,2023,False,0.0,0.0,0.0,0,0
2023-05-31,2023,False,0.0,0.0,0.0,0,0
2023-06-01,2023,False,0.0,0.0,0.0,0,0
2023-06-02,2023,False,0.0,0.0,0.0,0,0
2023-06-05,2023,False,2.75,2.75,0.0,2,2
2023-06-06,2023,False,4.5,4.5,0.0,1,1
2023-06-07,2023,True,-5.0,-5.5,0.5,7,6
2023-06-08,2023,False,0.0,0.0,0.0,0,0
2023-06-09,2023,False,-2.5,-2.5,0.0,1,1
2023-06-12,2023,False,0.0,0.0,0.0,0,0
2023-06-13,2023,False,0.0,0.0,0.0,0,0
2023-06-14,2023,True,17.25,-0.5,17.75,4,3
2023-06-15,2023,False,0.0,0.0,0.0,0,0
2023-06-16,2023,False,0.0,0.0,0.0,0,0
2023-06-20,2023,False,0.0,0.0,0.0,0,0
2023-06-21,2023,False,0.0,0.0,0.0,0,0
2023-06-22,2023,False,0.0,0.0,0.0,0,0
2023-06-23,2023,False,0.0,0.0,0.0,0,0
2023-06-26,2023,False,0.0,0.0,0.0,0,0
2023-06-27,2023,False,0.0,0.0,0.0,0,0
2023-06-28,2023,False,-3.25,-3.25,0.0,2,2
2023-06-29,2023,False,0.0,0.0,0.0,0,0
2023-06-30,2023,True,3.75,5.5,-1.75,3,1
2023-07-03,2023,False,0.0,0.0,0.0,0,0
2023-07-05,2023,False,0.0,0.0,0.0,0,0
2023-07-06,2023,False,0.0,0.0,0.0,0,0
2023-07-07,2023,False,0.0,0.0,0.0,0,0
2023-07-10,2023,False,0.0,0.0,0.0,0,0
2023-07-11,2023,False,0.0,0.0,0.0,0,0
2023-07-12,2023,True,-9.25,-5.5,-3.75,3,2
2023-07-13,2023,False,0.0,0.0,0.0,0,0
2023-07-14,2023,False,0.0,0.0,0.0,1,1
2023-07-17,2023,False,0.0,0.0,0.0,0,0
2023-07-18,2023,False,0.0,0.0,0.0,0,0
2023-07-19,2023,False,2.75,2.75,0.0,3,3
2023-07-20,2023,False,0.0,0.0,0.0,0,0
2023-07-21,2023,False,0.0,0.0,0.0,0,0
2023-07-24,2023,False,0.0,0.0,0.0,0,0
2023-07-25,2023,False,0.0,0.0,0.0,0,0
2023-07-26,2023,False,-10.25,-10.25,0.0,2,2
2023-07-27,2023,False,-5.0,-5.0,0.0,1,1
2023-07-28,2023,False,0.0,0.0,0.0,0,0
2023-07-31,2023,False,-2.0,-2.0,0.0,1,1
2023-08-01,2023,False,0.0,0.0,0.0,0,0
2023-08-02,2023,False,0.0,0.0,0.0,0,0
2023-08-03,2023,False,0.0,0.0,0.0,0,0
2023-08-04,2023,False,0.0,0.0,0.0,0,0
2023-08-07,2023,False,0.0,0.0,0.0,0,0
2023-08-08,2023,False,0.0,0.0,0.0,0,0
2023-08-09,2023,False,0.0,0.0,0.0,0,0
2023-08-10,2023,True,8.0,8.5,-0.5,11,10
2023-08-11,2023,False,-3.5,-3.5,0.0,1,1
2023-08-14,2023,False,0.0,0.0,0.0,0,0
2023-08-15,2023,False,0.0,0.0,0.0,0,0
2023-08-16,2023,False,0.0,0.0,0.0,0,0
2023-08-17,2023,False,0.0,0.0,0.0,0,0
2023-08-18,2023,False,0.0,0.0,0.0,0,0
2023-08-21,2023,False,-2.5,-2.5,0.0,1,1
2023-08-22,2023,False,0.0,0.0,0.0,0,0
2023-08-23,2023,False,0.0,0.0,0.0,0,0
2023-08-24,2023,False,3.5,3.5,0.0,3,3
2023-08-25,2023,True,0.75,-3.25,4.0,15,14
2023-08-28,2023,False,0.0,0.0,0.0,0,0
2023-08-29,2023,False,0.0,0.0,0.0,0,0
2023-08-30,2023,False,0.0,0.0,0.0,0,0
2023-08-31,2023,False,0.0,0.0,0.0,0,0
2023-09-01,2023,False,9.5,9.5,0.0,1,1
2023-09-05,2023,False,0.0,0.0,0.0,0,0
2023-09-06,2023,True,5.0,-4.5,9.5,2,1
2023-09-07,2023,False,0.0,0.0,0.0,0,0
2023-09-08,2023,False,0.0,0.0,0.0,0,0
2023-09-11,2023,False,0.0,0.0,0.0,0,0
2023-09-12,2023,False,0.0,0.0,0.0,0,0
2023-09-13,2023,False,0.0,0.0,0.0,0,0
2023-09-14,2023,False,0.0,0.0,0.0,0,0
2023-09-15,2023,False,0.0,0.0,0.0,0,0
2023-09-18,2023,False,0.0,0.0,0.0,0,0
2023-09-19,2023,False,0.0,0.0,0.0,0,0
2023-09-20,2023,True,-9.25,-15.0,5.75,6,3
2023-09-21,2023,False,1.25,1.25,0.0,1,1
2023-09-22,2023,False,0.0,0.0,0.0,0,0
2023-09-25,2023,False,0.0,0.0,0.0,0,0
2023-09-26,2023,False,0.0,0.0,0.0,0,0
2023-09-27,2023,False,0.0,0.0,0.0,0,0
2023-09-28,2023,False,0.0,0.0,0.0,0,0
2023-09-29,2023,False,0.0,0.0,0.0,0,0
2023-10-02,2023,False,-2.5,-2.5,0.0,1,1
2023-10-03,2023,False,-8.25,-8.25,0.0,3,3
2023-10-04,2023,False,2.75,2.75,0.0,2,2
2023-10-05,2023,False,-2.25,-2.25,0.0,1,1
2023-10-06,2023,False,0.5,0.5,0.0,3,3
2023-10-09,2023,False,0.0,0.0,0.0,0,0
2023-10-10,2023,True,-10.75,-8.5,-2.25,5,2
2023-10-11,2023,False,0.0,0.0,0.0,0,0
2023-10-12,2023,False,-6.0,-6.0,0.0,2,2
2023-10-13,2023,False,-6.25,-6.25,0.0,2,2
2023-10-16,2023,False,15.0,15.0,0.0,2,2
2023-10-17,2023,False,-5.75,-5.75,0.0,2,2
2023-10-18,2023,True,3.25,24.5,-21.25,4,2
2023-10-19,2023,True,4.0,27.25,-23.25,33,20
2023-10-20,2023,True,2.5,-10.25,12.75,3,2
2023-10-23,2023,False,-0.25,-0.25,0.0,3,3
2023-10-24,2023,False,11.0,11.0,0.0,2,2
2023-10-25,2023,True,3.75,2.25,1.5,4,3
2023-10-26,2023,True,22.25,0.25,22.0,3,2
2023-10-27,2023,False,0.75,0.75,0.0,2,2
2023-10-30,2023,False,-7.75,-7.75,0.0,1,1
2023-10-31,2023,False,-1.25,-1.25,0.0,1,1
2023-11-01,2023,False,7.5,7.5,0.0,5,5
2023-11-02,2023,False,0.0,0.0,0.0,0,0
2023-11-03,2023,False,0.0,0.0,0.0,0,0
2023-11-06,2023,False,0.0,0.0,0.0,0,0
2023-11-07,2023,False,0.0,0.0,0.0,0,0
2023-11-08,2023,False,0.0,0.0,0.0,0,0
2023-11-09,2023,True,-0.25,22.0,-22.25,9,4
2023-11-10,2023,False,0.0,0.0,0.0,0,0
2023-11-13,2023,False,0.0,0.0,0.0,0,0
2023-11-14,2023,False,-0.75,-0.75,0.0,1,1
2023-11-15,2023,False,0.0,0.0,0.0,0,0
2023-11-16,2023,False,0.0,0.0,0.0,0,0
2023-11-17,2023,False,0.0,0.0,0.0,0,0
2023-11-20,2023,False,0.0,0.0,0.0,0,0
2023-11-21,2023,False,0.0,0.0,0.0,0,0
2023-11-22,2023,False,0.0,0.0,0.0,0,0
2023-11-24,2023,False,0.0,0.0,0.0,0,0
2023-11-27,2023,False,0.0,0.0,0.0,0,0
2023-11-28,2023,False,7.5,7.5,0.0,1,1
2023-11-29,2023,False,0.0,0.0,0.0,0,0
2023-11-30,2023,False,-0.75,-0.75,0.0,1,1
2023-12-01,2023,True,4.25,1.5,2.75,10,8
2023-12-04,2023,False,0.0,0.0,0.0,0,0
2023-12-05,2023,True,-11.75,-16.0,4.25,7,5
2023-12-06,2023,False,-3.5,-3.5,0.0,1,1
2023-12-07,2023,False,0.0,0.0,0.0,0,0
2023-12-08,2023,False,-2.25,-2.25,0.0,1,1
2023-12-11,2023,False,0.0,0.0,0.0,0,0
2023-12-12,2023,False,0.0,0.0,0.0,0,0
2023-12-13,2023,True,-5.25,9.75,-15.0,5,2
2023-12-14,2023,False,5.0,5.0,0.0,1,1
2023-12-15,2023,False,1.75,1.75,0.0,1,1
2023-12-18,2023,False,0.0,0.0,0.0,0,0
2023-12-19,2023,False,0.0,0.0,0.0,0,0
2023-12-20,2023,True,-9.75,-4.25,-5.5,5,3
2023-12-21,2023,False,0.0,0.0,0.0,0,0
2023-12-22,2023,False,0.0,0.0,0.0,0,0
2023-12-26,2023,False,0.0,0.0,0.0,0,0
2023-12-27,2023,False,0.0,0.0,0.0,0,0
2023-12-28,2023,False,0.0,0.0,0.0,0,0
2023-12-29,2023,False,-3.25,-3.25,0.0,1,1
2024-01-02,2024,False,0.0,0.0,0.0,0,0
2024-01-03,2024,False,2.75,2.75,0.0,2,2
2024-01-04,2024,False,0.0,0.0,0.0,0,0
2024-01-05,2024,False,0.0,0.0,0.0,0,0
2024-01-08,2024,False,0.0,0.0,0.0,0,0
2024-01-09,2024,False,0.0,0.0,0.0,0,0
2024-01-10,2024,False,0.0,0.0,0.0,0,0
2024-01-11,2024,False,0.0,0.0,0.0,0,0
2024-01-12,2024,False,0.0,0.0,0.0,0,0
2024-01-16,2024,True,-2.0,10.5,-12.5,3,1
2024-01-17,2024,False,0.0,0.0,0.0,0,0
2024-01-18,2024,False,0.0,0.0,0.0,0,0
2024-01-19,2024,False,0.0,0.0,0.0,0,0
2024-01-22,2024,False,0.0,0.0,0.0,0,0
2024-01-23,2024,False,0.0,0.0,0.0,0,0
2024-01-24,2024,False,0.0,0.0,0.0,0,0
2024-01-25,2024,False,0.0,0.0,0.0,0,0
2024-01-26,2024,False,0.0,0.0,0.0,0,0
2024-01-29,2024,False,-2.5,-2.5,0.0,1,1
2024-01-30,2024,False,0.0,0.0,0.0,0,0
2024-01-31,2024,True,-32.5,-13.5,-19.0,16,7
2024-02-01,2024,False,0.0,0.0,0.0,0,0
2024-02-02,2024,False,0.0,0.0,0.0,0,0
2024-02-05,2024,False,0.0,0.0,0.0,0,0
2024-02-06,2024,False,0.0,0.0,0.0,0,0
2024-02-07,2024,False,0.0,0.0,0.0,0,0
2024-02-08,2024,False,0.0,0.0,0.0,0,0
2024-02-09,2024,False,0.0,0.0,0.0,0,0
2024-02-12,2024,False,6.5,6.5,0.0,1,1
2024-02-13,2024,False,0.0,0.0,0.0,0,0
2024-02-14,2024,False,0.0,0.0,0.0,0,0
2024-02-15,2024,False,0.0,0.0,0.0,0,0
2024-02-16,2024,False,-7.0,-7.0,0.0,1,1
2024-02-20,2024,False,0.0,0.0,0.0,0,0
2024-02-21,2024,False,0.0,0.0,0.0,0,0
2024-02-22,2024,False,0.0,0.0,0.0,0,0
2024-02-23,2024,False,0.0,0.0,0.0,0,0
2024-02-26,2024,False,0.0,0.0,0.0,0,0
2024-02-27,2024,False,0.0,0.0,0.0,0,0
2024-02-28,2024,False,0.0,0.0,0.0,0,0
2024-02-29,2024,False,17.0,17.0,0.0,2,2
2024-03-01,2024,False,0.0,0.0,0.0,0,0
2024-03-04,2024,False,0.0,0.0,0.0,0,0
2024-03-05,2024,False,-3.5,-3.5,0.0,1,1
2024-03-06,2024,True,5.75,-10.75,16.5,6,4
2024-03-07,2024,False,7.5,7.5,0.0,1,1
2024-03-08,2024,True,-13.25,-15.0,1.75,4,3
2024-03-11,2024,False,0.0,0.0,0.0,0,0
2024-03-12,2024,False,0.0,0.0,0.0,0,0
2024-03-13,2024,False,-6.0,-6.0,0.0,1,1
2024-03-14,2024,False,0.0,0.0,0.0,0,0
2024-03-15,2024,False,-2.25,-2.25,0.0,1,1
2024-03-18,2024,False,0.0,0.0,0.0,0,0
2024-03-19,2024,False,0.0,0.0,0.0,0,0
2024-03-20,2024,True,2.75,-11.0,13.75,3,2
2024-03-21,2024,False,-3.75,-3.75,0.0,1,1
2024-03-22,2024,False,0.0,0.0,0.0,0,0
2024-03-25,2024,False,0.0,0.0,0.0,0,0
2024-03-26,2024,False,-1.0,-1.0,0.0,1,1
2024-03-27,2024,False,0.0,0.0,0.0,0,0
2024-03-28,2024,False,-2.75,-2.75,0.0,1,1
2024-04-01,2024,False,0.0,0.0,0.0,0,0
2024-04-02,2024,False,0.0,0.0,0.0,0,0
2024-04-03,2024,False,8.5,8.5,0.0,1,1
2024-04-04,2024,True,-21.0,-7.75,-13.25,6,4
2024-04-05,2024,False,-3.75,-3.75,0.0,1,1
2024-04-08,2024,False,0.0,0.0,0.0,0,0
2024-04-09,2024,True,4.5,1.0,3.5,11,5
2024-04-10,2024,True,18.0,5.5,12.5,3,2
2024-04-11,2024,False,0.0,0.0,0.0,0,0
2024-04-12,2024,False,-7.0,-7.0,0.0,1,1
2024-04-15,2024,True,-4.75,-5.75,1.0,2,1
2024-04-16,2024,True,-14.75,-28.25,13.5,8,7
2024-04-17,2024,True,6.25,5.0,1.25,4,3
2024-04-18,2024,False,0.0,0.0,0.0,0,0
2024-04-19,2024,False,-5.0,-5.0,0.0,1,1
2024-04-22,2024,False,0.0,0.0,0.0,0,0
2024-04-23,2024,False,0.0,0.0,0.0,0,0
2024-04-24,2024,False,-3.25,-3.25,0.0,1,1
2024-04-25,2024,False,0.0,0.0,0.0,0,0
2024-04-26,2024,False,0.0,0.0,0.0,0,0
2024-04-29,2024,False,0.0,0.0,0.0,0,0
2024-04-30,2024,True,-4.25,11.75,-16.0,4,2
2024-05-01,2024,True,4.75,-45.0,49.75,26,20
2024-05-02,2024,False,5.0,5.0,0.0,1,1
2024-05-03,2024,True,-1.75,-33.5,31.75,8,6
2024-05-06,2024,False,0.0,0.0,0.0,0,0
2024-05-07,2024,False,-4.5,-4.5,0.0,1,1
2024-05-08,2024,False,0.0,0.0,0.0,0,0
2024-05-09,2024,False,0.0,0.0,0.0,0,0
2024-05-10,2024,False,0.0,0.0,0.0,0,0
2024-05-13,2024,False,0.0,0.0,0.0,0,0
2024-05-14,2024,False,0.0,0.0,0.0,0,0
2024-05-15,2024,False,0.0,0.0,0.0,0,0
2024-05-16,2024,False,-3.5,-3.5,0.0,1,1
2024-05-17,2024,False,0.0,0.0,0.0,0,0
2024-05-20,2024,False,8.0,8.0,0.0,1,1
2024-05-21,2024,False,0.0,0.0,0.0,0,0
2024-05-22,2024,False,0.0,0.0,0.0,0,0
2024-05-23,2024,False,-3.0,-3.0,0.0,1,1
2024-05-24,2024,False,0.0,0.0,0.0,0,0
2024-05-28,2024,False,0.0,0.0,0.0,0,0
2024-05-29,2024,False,0.0,0.0,0.0,0,0
2024-05-30,2024,False,0.0,0.0,0.0,0,0
2024-05-31,2024,False,9.5,9.5,0.0,4,4
2024-06-03,2024,False,-6.0,-6.0,0.0,2,2
2024-06-04,2024,False,0.0,0.0,0.0,0,0
2024-06-05,2024,False,0.0,0.0,0.0,0,0
2024-06-06,2024,False,0.0,0.0,0.0,0,0
2024-06-07,2024,False,0.0,0.0,0.0,0,0
2024-06-10,2024,False,4.5,4.5,0.0,1,1
2024-06-11,2024,False,0.0,0.0,0.0,0,0
2024-06-12,2024,True,-39.25,-1.25,-38.0,10,4
2024-06-13,2024,False,0.0,0.0,0.0,0,0
2024-06-14,2024,False,0.0,0.0,0.0,0,0
2024-06-17,2024,False,0.0,0.0,0.0,0,0
2024-06-18,2024,False,0.0,0.0,0.0,0,0
2024-06-20,2024,False,-14.25,-14.25,0.0,3,3
2024-06-21,2024,False,4.0,4.0,0.0,1,1
2024-06-24,2024,False,-2.75,-2.75,0.0,1,1
2024-06-25,2024,False,0.0,0.0,0.0,0,0
2024-06-26,2024,False,0.0,0.0,0.0,0,0
2024-06-27,2024,False,-3.5,-3.5,0.0,1,1
2024-06-28,2024,False,10.5,10.5,0.0,2,2
2024-07-01,2024,False,0.0,0.0,0.0,0,0
2024-07-02,2024,False,0.0,0.0,0.0,0,0
2024-07-03,2024,False,0.0,0.0,0.0,0,0
2024-07-05,2024,False,0.0,0.0,0.0,0,0
2024-07-08,2024,False,0.0,0.0,0.0,0,0
2024-07-09,2024,False,0.0,0.0,0.0,0,0
2024-07-10,2024,False,0.0,0.0,0.0,0,0
2024-07-11,2024,True,-3.5,26.5,-30.0,9,6
2024-07-12,2024,False,-13.0,-13.0,0.0,3,3
2024-07-15,2024,False,12.5,12.5,0.0,5,5
2024-07-16,2024,False,5.0,5.0,0.0,1,1
2024-07-17,2024,False,0.0,0.0,0.0,0,0
2024-07-18,2024,True,4.5,-23.0,27.5,18,12
2024-07-19,2024,False,0.0,0.0,0.0,0,0
2024-07-22,2024,False,-3.75,-3.75,0.0,1,1
2024-07-23,2024,False,-3.25,-3.25,0.0,1,1
2024-07-24,2024,False,0.0,0.0,0.0,0,0
2024-07-25,2024,True,-28.0,-29.75,1.75,12,9
2024-07-26,2024,False,0.0,0.0,0.0,0,0
2024-07-29,2024,False,0.0,0.0,0.0,0,0
2024-07-30,2024,True,-0.25,-15.0,14.75,10,7
2024-07-31,2024,False,6.5,6.5,0.0,2,2
2024-08-01,2024,True,-13.75,-12.5,-1.25,17,12
2024-08-02,2024,True,-25.25,-38.5,13.25,29,15
2024-08-05,2024,True,10.75,59.0,-48.25,30,22
2024-08-06,2024,False,16.5,16.5,0.0,2,2
2024-08-07,2024,False,3.5,3.5,0.0,2,2
2024-08-08,2024,False,0.0,0.0,0.0,0,0
2024-08-09,2024,False,0.0,0.0,0.0,0,0
2024-08-12,2024,True,-10.5,7.75,-18.25,3,2
2024-08-13,2024,False,0.0,0.0,0.0,0,0
2024-08-14,2024,False,0.0,0.0,0.0,0,0
2024-08-15,2024,False,0.0,0.0,0.0,0,0
2024-08-16,2024,False,0.0,0.0,0.0,0,0
2024-08-19,2024,False,0.0,0.0,0.0,0,0
2024-08-20,2024,False,0.0,0.0,0.0,0,0
2024-08-21,2024,False,8.5,8.5,0.0,1,1
2024-08-22,2024,False,0.0,0.0,0.0,0,0
2024-08-23,2024,True,-8.75,-11.75,3.0,3,2
2024-08-26,2024,False,0.0,0.0,0.0,0,0
2024-08-27,2024,False,0.0,0.0,0.0,0,0
2024-08-28,2024,False,0.0,0.0,0.0,0,0
2024-08-29,2024,True,-2.5,18.0,-20.5,2,1
2024-08-30,2024,False,0.0,0.0,0.0,0,0
2024-09-03,2024,False,0.0,0.0,0.0,0,0
2024-09-04,2024,False,7.0,7.0,0.0,1,1
2024-09-05,2024,False,0.0,0.0,0.0,0,0
2024-09-06,2024,True,-1.5,9.75,-11.25,4,2
2024-09-09,2024,False,0.0,0.0,0.0,0,0
2024-09-10,2024,False,0.0,0.0,0.0,0,0
2024-09-11,2024,False,3.0,3.0,0.0,2,2
2024-09-12,2024,False,17.5,17.5,0.0,2,2
2024-09-13,2024,False,-7.5,-7.5,0.0,1,1
2024-09-16,2024,False,0.0,0.0,0.0,0,0
2024-09-17,2024,True,18.25,0.5,17.75,3,2
2024-09-18,2024,True,-19.5,-11.5,-8.0,30,17
2024-09-19,2024,False,0.0,0.0,0.0,0,0
2024-09-20,2024,False,0.0,0.0,0.0,0,0
2024-09-23,2024,False,0.0,0.0,0.0,0,0
2024-09-24,2024,False,0.0,0.0,0.0,0,0
2024-09-25,2024,False,0.0,0.0,0.0,0,0
2024-09-26,2024,False,-4.75,-4.75,0.0,1,1
2024-09-27,2024,False,0.0,0.0,0.0,0,0
2024-09-30,2024,False,8.0,8.0,0.0,1,1
2024-10-01,2024,False,0.0,0.0,0.0,3,3
2024-10-02,2024,False,0.0,0.0,0.0,0,0
2024-10-03,2024,False,-7.75,-7.75,0.0,1,1
2024-10-04,2024,False,0.0,0.0,0.0,0,0
2024-10-07,2024,False,-9.5,-9.5,0.0,1,1
2024-10-08,2024,False,-9.25,-9.25,0.0,1,1
2024-10-09,2024,False,14.5,14.5,0.0,1,1
2024-10-10,2024,False,0.0,0.0,0.0,0,0
2024-10-11,2024,False,0.0,0.0,0.0,0,0
2024-10-14,2024,False,0.0,0.0,0.0,0,0
2024-10-15,2024,False,5.5,5.5,0.0,1,1
2024-10-16,2024,False,0.0,0.0,0.0,0,0
2024-10-17,2024,False,0.0,0.0,0.0,0,0
2024-10-18,2024,False,0.0,0.0,0.0,0,0
2024-10-21,2024,False,0.0,0.0,0.0,0,0
2024-10-22,2024,False,0.0,0.0,0.0,0,0
2024-10-23,2024,False,0.0,0.0,0.0,0,0
2024-10-24,2024,False,0.0,0.0,0.0,0,0
2024-10-25,2024,False,0.0,0.0,0.0,0,0
2024-10-28,2024,False,0.0,0.0,0.0,0,0
2024-10-29,2024,False,0.0,0.0,0.0,0,0
2024-10-30,2024,True,-9.0,-7.0,-2.0,2,1
2024-10-31,2024,True,-2.75,4.25,-7.0,3,2
2024-11-01,2024,False,0.0,0.0,0.0,0,0
2024-11-04,2024,False,0.0,0.0,0.0,0,0
2024-11-05,2024,False,0.0,0.0,0.0,0,0
2024-11-06,2024,False,0.0,0.0,0.0,0,0
2024-11-07,2024,False,0.0,0.0,0.0,0,0
2024-11-08,2024,False,0.0,0.0,0.0,0,0
2024-11-11,2024,False,0.0,0.0,0.0,0,0
2024-11-12,2024,False,0.0,0.0,0.0,0,0
2024-11-13,2024,False,0.0,0.0,0.0,0,0
2024-11-14,2024,False,0.0,0.0,0.0,0,0
2024-11-15,2024,False,0.0,0.0,0.0,0,0
2024-11-18,2024,False,0.0,0.0,0.0,0,0
2024-11-19,2024,False,0.0,0.0,0.0,0,0
2024-11-20,2024,False,0.0,0.0,0.0,0,0
2024-11-21,2024,True,-6.0,-9.75,3.75,3,2
2024-11-22,2024,False,1.25,1.25,0.0,2,2
2024-11-25,2024,False,0.0,0.0,0.0,0,0
2024-11-26,2024,False,0.0,0.0,0.0,0,0
2024-11-27,2024,False,0.0,0.0,0.0,0,0
2024-11-29,2024,False,-2.5,-2.5,0.0,1,1
2024-12-02,2024,False,0.0,0.0,0.0,0,0
2024-12-03,2024,False,0.0,0.0,0.0,0,0
2024-12-04,2024,False,0.0,0.0,0.0,0,0
2024-12-05,2024,False,0.0,0.0,0.0,0,0
2024-12-06,2024,False,0.0,0.0,0.0,0,0
2024-12-09,2024,False,0.0,0.0,0.0,0,0
2024-12-10,2024,False,0.0,0.0,0.0,0,0
2024-12-11,2024,False,0.0,0.0,0.0,0,0
2024-12-12,2024,False,4.0,4.0,0.0,1,1
2024-12-13,2024,False,0.0,0.0,0.0,0,0
2024-12-16,2024,False,0.0,0.0,0.0,0,0
2024-12-17,2024,False,0.0,0.0,0.0,0,0
2024-12-18,2024,True,31.5,49.25,-17.75,16,8
2024-12-19,2024,False,0.0,0.0,0.0,0,0
2024-12-20,2024,False,12.5,12.5,0.0,1,1
2024-12-23,2024,False,0.0,0.0,0.0,0,0
2024-12-24,2024,False,-2.25,-2.25,0.0,1,1
2024-12-26,2024,False,0.0,0.0,0.0,0,0
2024-12-27,2024,False,-5.0,-5.0,0.0,1,1
2024-12-30,2024,False,-13.5,-13.5,0.0,2,2
2024-12-31,2024,False,0.0,0.0,0.0,0,0
2025-01-02,2025,True,-38.0,-10.0,-28.0,19,12
2025-01-03,2025,False,0.0,0.0,0.0,0,0
2025-01-06,2025,False,-10.75,-10.75,0.0,2,2
2025-01-07,2025,True,23.25,-7.75,31.0,8,6
2025-01-08,2025,False,-10.75,-10.75,0.0,2,2
2025-01-10,2025,False,-3.75,-3.75,0.0,3,3
2025-01-13,2025,False,0.0,0.0,0.0,0,0
2025-01-14,2025,False,16.0,16.0,0.0,2,2
2025-01-15,2025,True,6.5,5.5,1.0,3,1
2025-01-16,2025,False,-5.5,-5.5,0.0,1,1
2025-01-17,2025,False,0.0,0.0,0.0,0,0
2025-01-21,2025,False,20.5,20.5,0.0,1,1
2025-01-22,2025,False,0.0,0.0,0.0,0,0
2025-01-23,2025,False,-3.5,-3.5,0.0,1,1
2025-01-24,2025,False,0.0,0.0,0.0,0,0
2025-01-27,2025,False,5.5,5.5,0.0,1,1
2025-01-28,2025,False,0.0,0.0,0.0,0,0
2025-01-29,2025,False,6.5,6.5,0.0,2,2
2025-01-30,2025,True,21.5,-1.0,22.5,5,3
2025-01-31,2025,True,2.5,1.25,1.25,15,6
2025-02-03,2025,True,-17.25,-23.75,6.5,26,11
2025-02-04,2025,True,-14.75,-16.25,1.5,3,2
2025-02-05,2025,False,0.0,0.0,0.0,0,0
2025-02-06,2025,False,7.0,7.0,0.0,1,1
2025-02-07,2025,True,-8.25,-20.75,12.5,22,10
2025-02-10,2025,False,0.0,0.0,0.0,0,0
2025-02-11,2025,False,0.0,0.0,0.0,0,0
2025-02-12,2025,False,10.75,10.75,0.0,2,2
2025-02-13,2025,True,24.5,15.5,9.0,7,4
2025-02-14,2025,False,0.0,0.0,0.0,0,0
2025-02-18,2025,False,0.0,0.0,0.0,0,0
2025-02-19,2025,False,0.0,0.0,0.0,0,0
2025-02-20,2025,False,7.0,7.0,0.0,1,1
2025-02-21,2025,False,-6.5,-6.5,0.0,2,2
2025-02-24,2025,False,0.0,0.0,0.0,0,0
2025-02-25,2025,False,0.0,0.0,0.0,2,2
2025-02-26,2025,False,4.25,4.25,0.0,2,2
2025-02-27,2025,True,5.25,-6.0,11.25,10,8
2025-02-28,2025,True,-8.5,-16.0,7.5,8,7
2025-03-03,2025,True,11.25,-4.5,15.75,26,16
2025-03-04,2025,True,-0.25,15.75,-16.0,16,12
2025-03-05,2025,True,35.25,19.5,15.75,8,7
2025-03-06,2025,True,3.25,-24.75,28.0,19,10
2025-03-07,2025,False,5.5,5.5,0.0,4,4
2025-03-10,2025,False,4.75,4.75,0.0,4,4
2025-03-11,2025,False,28.75,28.75,0.0,5,5
2025-03-12,2025,False,0.0,0.0,0.0,0,0
2025-03-13,2025,True,13.0,-14.5,27.5,3,2
2025-03-14,2025,False,0.0,0.0,0.0,0,0
2025-03-17,2025,False,0.0,0.0,0.0,0,0
2025-03-18,2025,False,0.0,0.0,0.0,0,0
2025-03-19,2025,False,0.0,0.0,0.0,0,0
2025-03-20,2025,False,0.0,0.0,0.0,0,0
2025-03-21,2025,False,0.0,0.0,0.0,0,0
2025-03-24,2025,False,-10.25,-10.25,0.0,2,2
2025-03-25,2025,False,0.0,0.0,0.0,0,0
2025-03-26,2025,False,-4.5,-4.5,0.0,1,1
2025-03-27,2025,False,0.0,0.0,0.0,0,0
2025-03-28,2025,False,-4.0,-4.0,0.0,1,1
2025-03-31,2025,False,5.5,5.5,0.0,1,1
2025-04-01,2025,False,0.0,0.0,0.0,0,0
2025-04-02,2025,False,-20.25,-20.25,0.0,1,1
2025-04-03,2025,True,-1.75,-5.0,3.25,2,1
2025-04-04,2025,True,70.25,8.5,61.75,12,9
2025-04-07,2025,True,131.75,-53.0,184.75,37,25
2025-04-08,2025,True,-7.5,53.25,-60.75,7,4
2025-04-09,2025,True,268.0,207.0,61.0,34,17
2025-04-10,2025,False,-6.75,-6.75,0.0,4,4
2025-04-11,2025,False,0.0,0.0,0.0,0,0
2025-04-14,2025,False,0.0,0.0,0.0,0,0
2025-04-15,2025,False,0.0,0.0,0.0,0,0
2025-04-16,2025,False,0.0,0.0,0.0,0,0
2025-04-17,2025,True,-13.25,-8.25,-5.0,2,1
2025-04-21,2025,False,0.0,0.0,0.0,0,0
2025-04-22,2025,False,19.0,19.0,0.0,2,2
2025-04-23,2025,True,-11.75,-12.75,1.0,3,1
2025-04-24,2025,False,0.0,0.0,0.0,0,0
2025-04-25,2025,False,0.0,0.0,0.0,0,0
2025-04-28,2025,False,0.0,0.0,0.0,0,0
2025-04-29,2025,False,0.0,0.0,0.0,0,0
2025-04-30,2025,False,50.5,50.5,0.0,4,4
2025-05-01,2025,False,0.0,0.0,0.0,0,0
