BarIdx,BarTime,Open,Close,High,Low,MinDelta,MaxDelta,Delta,DurationSec,DeltaRate,UnfHigh,UnfLow
0,2026-08-04 17:00:00,7772,7782,7782.25,7771,0,886,884,2057.0,0.43,0,0
1,2026-08-04 17:34:17,7782,7777,7783.25,7775.75,-701,18,-669,4133.8,-0.16,0,0
2,2026-08-04 18:43:10,7777,7783.5,7783.5,7776,0,341,291,2689.7,0.11,7783.5,0
3,2026-08-04 19:28:00,7783.5,7780.25,7785.5,7778.5,-289,113,-282,2912.9,-0.10,0,0
4,2026-08-04 20:16:33,7780.5,7785.75,7786,7777.75,-39,203,174,2629.1,0.07,0,0
5,2026-08-04 21:00:23,7785.75,7788.25,7788.5,7783,-147,522,514,2838.4,0.18,0,0
6,2026-08-04 21:47:42,7788,7791,7792.5,7786.5,-142,805,740,2051.9,0.36,0,7786.5
7,2026-08-04 22:21:54,7791,7791,7793,7786.5,-373,1,-170,4274.2,-0.04,0,7786.5
8,2026-08-04 23:33:08,7791,7795.75,7796.25,7789.25,-20,805,778,4370.4,0.18,0,0
9,2026-08-05 00:46:22,7795.75,7792.5,7800,7791,-22,338,128,2468.8,0.05,0,0
10,2026-08-05 01:27:31,7792.5,7798.25,7799.5,7791.75,-191,210,-174,2053.2,-0.08,0,7791.75
11,2026-08-05 02:01:45,7798.25,7791,7799.5,7790.75,-142,161,-142,1609.8,-0.09,0,0
12,2026-08-05 02:28:35,7791,7791,7792.75,7788,-8,470,304,1630.0,0.19,0,7788
13,2026-08-05 02:55:46,7791,7787.75,7796.75,7786.25,-1,500,314,1129.8,0.28,0,0
14,2026-08-05 03:14:36,7787.75,7782.5,7789.25,7781.75,-209,118,-70,1115.1,-0.06,0,0
15,2026-08-05 03:33:11,7782.75,7782.5,7785.5,7780.25,-125,307,252,927.1,0.27,7785.5,7780.25
16,2026-08-05 03:48:38,7782.5,7784,7787.5,7781.75,-4,902,836,1800.3,0.46,0,7781.75
17,2026-08-05 04:18:38,7784,7789.25,7792,7784,0,594,479,1320.1,0.36,7792,7784
18,2026-08-05 04:40:38,7789.25,7790.5,7793,7787.25,-23,714,657,2219.6,0.30,0,7787.25
19,2026-08-05 05:17:39,7790.25,7795,7797,7790,-9,1006,1002,1681.2,0.60,0,7790
20,2026-08-05 05:45:40,7795,7797.75,7799,7792.5,-149,128,-64,1478.9,-0.04,7799,0
21,2026-08-05 06:10:19,7797.75,7796.5,7799.75,7793.25,-309,0,-204,1770.3,-0.12,0,0
22,2026-08-05 06:39:49,7796.5,7798.75,7799.25,7792.5,-123,446,438,1353.2,0.32,7799.25,0
23,2026-08-05 07:02:22,7798.75,7802.5,7802.75,7798,-136,394,167,896.8,0.19,0,7798
