BarIdx,BarTime,Price,BidVol,AskVol,BidVolLarge,AskVolLarge
0,2026-07-26 17:00:00,7490,148,509,94,500
0,2026-07-26 17:00:00,7490.25,28,11,0,0
0,2026-07-26 17:00:00,7491.25,5,27,0,0
0,2026-07-26 17:00:00,7490.5,21,26,0,0
0,2026-07-26 17:00:00,7491,7,30,0,0
0,2026-07-26 17:00:00,7491.75,2,14,0,0
0,2026-07-26 17:00:00,7492,16,24,0,0
0,2026-07-26 17:00:00,7492.25,4,6,0,0
0,2026-07-26 17:00:00,7491.5,8,4,0,0
0,2026-07-26 17:00:00,7492.5,0,9,0,0
0,2026-07-26 17:00:00,7492.75,0,12,0,0
0,2026-07-26 17:00:00,7493,0,7,0,0
0,2026-07-26 17:00:00,7493.25,1,10,0,0
0,2026-07-26 17:00:00,7493.5,2,9,0,0
0,2026-07-26 17:00:00,7489.5,17,29,0,0
0,2026-07-26 17:00:00,7489.25,12,26,0,0
0,2026-07-26 17:00:00,7489.75,10,12,0,0
0,2026-07-26 17:00:00,7490.75,6,9,0,0
0,2026-07-26 17:00:00,7489,41,10,0,0
0,2026-07-26 17:00:00,7488.75,7,11,0,0
0,2026-07-26 17:00:00,7488.5,10,8,0,0
0,2026-07-26 17:00:00,7488.25,8,0,0,0
0,2026-07-26 17:00:00,7488,9,1,0,0
0,2026-07-26 17:00:00,7487.75,22,2,13,0
0,2026-07-26 17:00:00,7487.5,5,4,0,0
0,2026-07-26 17:00:00,7487.25,7,8,0,0
0,2026-07-26 17:00:00,7487,10,0,0,0
0,2026-07-26 17:00:00,7486.75,1,0,0,0
0,2026-07-26 17:00:00,7486.5,4,0,0,0
0,2026-07-26 17:00:00,7486.25,5,0,0,0
0,2026-07-26 17:00:00,7486,12,0,10,0
0,2026-07-26 17:00:00,7493.75,4,8,0,0
0,2026-07-26 17:00:00,7494,1,12,0,0
0,2026-07-26 17:00:00,7494.25,11,6,0,0
0,2026-07-26 17:00:00,7494.5,9,9,0,0
0,2026-07-26 17:00:00,7494.75,21,13,0,0
0,2026-07-26 17:00:00,7495,40,32,0,0
0,2026-07-26 17:00:00,7495.25,18,20,0,0
0,2026-07-26 17:00:00,7495.5,40,22,0,0
0,2026-07-26 17:00:00,7495.75,25,36,0,0
0,2026-07-26 17:00:00,7496,54,69,0,15
0,2026-07-26 17:00:00,7496.25,33,36,0,0
0,2026-07-26 17:00:00,7496.5,86,44,68,0
0,2026-07-26 17:00:00,7496.75,20,44,0,0
0,2026-07-26 17:00:00,7497,26,72,0,25
0,2026-07-26 17:00:00,7497.25,39,34,0,0
0,2026-07-26 17:00:00,7497.5,62,33,0,0
0,2026-07-26 17:00:00,7497.75,75,45,15,0
0,2026-07-26 17:00:00,7498,79,77,10,0
0,2026-07-26 17:00:00,7498.25,42,51,0,0
0,2026-07-26 17:00:00,7498.5,25,56,0,0
0,2026-07-26 17:00:00,7498.75,154,43,72,0
0,2026-07-26 17:00:00,7499,56,85,10,19
0,2026-07-26 17:00:00,7499.25,26,53,0,0
0,2026-07-26 17:00:00,7499.5,29,145,0,0
0,2026-07-26 17:00:00,7499.75,59,46,0,0
0,2026-07-26 17:00:00,7500,87,187,0,98
0,2026-07-26 17:00:00,7500.25,12,35,0,0
0,2026-07-26 17:00:00,7500.5,41,53,0,0
0,2026-07-26 17:00:00,7500.75,267,21,242,0
0,2026-07-26 17:00:00,7501,22,54,0,0
0,2026-07-26 17:00:00,7501.25,25,27,17,0
0,2026-07-26 17:00:00,7501.5,12,77,0,19
0,2026-07-26 17:00:00,7501.75,16,22,0,0
0,2026-07-26 17:00:00,7502,44,95,0,67
0,2026-07-26 17:00:00,7502.25,39,12,0,0
0,2026-07-26 17:00:00,7502.5,28,45,0,0
0,2026-07-26 17:00:00,7503,89,58,14,0
0,2026-07-26 17:00:00,7503.25,81,48,18,0
0,2026-07-26 17:00:00,7504,21,102,0,42
0,2026-07-26 17:00:00,7502.75,24,31,0,0
0,2026-07-26 17:00:00,7503.75,56,35,16,0
0,2026-07-26 17:00:00,7503.5,39,33,0,0
0,2026-07-26 17:00:00,7504.25,17,31,0,0
0,2026-07-26 17:00:00,7504.5,22,52,0,12
0,2026-07-26 17:00:00,7504.75,4,14,0,0
0,2026-07-26 17:00:00,7505,7,105,0,60
0,2026-07-26 17:00:00,7505.25,8,10,0,0
0,2026-07-26 17:00:00,7505.5,32,8,16,0
0,2026-07-26 17:00:00,7505.75,41,19,0,0
0,2026-07-26 17:00:00,7506,19,27,0,0
0,2026-07-26 17:00:00,7506.25,96,20,0,0
0,2026-07-26 17:00:00,7506.5,41,30,21,0
0,2026-07-26 17:00:00,7506.75,7,35,0,25
0,2026-07-26 17:00:00,7507,32,15,0,0
0,2026-07-26 17:00:00,7507.5,22,16,0,0
